date,r_log_ca,VaRGARCH_N,VaRGARCH_S,VaReGARCH_N,VaReGARCH_S,VaRgGARCH_N,VaRgGARCH_S,VaRaGARCH_N,VaRaGARCH_S
2020-09-18,-1.2242473110735876,1.8331008728170897,2.9456327458776643,1.8467070297715584,3.007301734514735,1.759362808420787,2.6815305723431364,1.813401942526824,2.887010518888105
2020-09-21,-3.810818152680174,1.8677338359663456,2.9365770988996363,1.9468585695270648,3.0982475810752605,1.919189070285864,2.804758642313501,1.8758221409359446,2.926653613224774
2020-09-22,-0.4014733344679274,2.2029143679116925,3.2734642224563864,2.290917066614216,3.494367958380357,2.48697381635305,3.314906669137799,2.22257451532389,3.302539963170196
2020-09-23,0.6145108804218767,4.6724598114133595,6.336650015975076,4.2014726650758005,5.925170041645546,6.026752037507382,6.9970254645905765,4.412577244981437,5.935392107475427
2020-09-24,-0.8288630043340671,4.107443601188717,5.755416290612104,3.6983445051588326,5.355314869126871,5.321664518963686,6.491770044471226,3.852526658157505,5.343654381346297
2020-09-25,-0.6944610241786127,3.6517059123581608,5.2813308862902275,3.3294542792654056,4.9387334883528204,4.695742730844218,6.016783850499904,3.4139000813632885,4.875504293434104
2020-09-28,2.3736765117903813,3.3673404144944903,4.976365514890894,3.194936198744055,4.78704319594493,4.338424242464439,5.763785387101709,3.192702598950343,4.6392237260967075
2020-09-29,-0.2315205563069377,3.0947515007635973,4.664963045986859,3.03254103294071,4.58331216937525,3.988272697800333,5.489544019085372,2.9678882291946844,4.376518404739792
2020-09-30,-0.5942595205207839,3.682763130897398,5.314206814451206,3.6050739564397514,5.329042584882397,3.6644041663787634,5.131952382105943,3.6084167793008346,5.115388320650952
2020-10-01,0.4279443662639182,3.2718767781237923,4.8703460034699155,3.180454273854906,4.806190256449303,3.2852235039572024,4.815245209280022,3.177759459900984,4.638071498230451
2020-10-02,0.0174080365247273,2.9904607501016387,4.56740036392669,2.982601809488647,4.569972841480485,3.06806814019319,4.6243956938841295,2.9235525149760444,4.362641794542043
2020-10-05,0.9692031291289366,2.686454640721616,4.2349713021893525,2.690145785931112,4.214497230995687,2.7460589379297304,4.342841483934169,2.615841514551315,4.018646341323865
2020-10-06,0.4830366011729319,2.4003724890086313,3.917199506100859,2.3481189042427237,3.7730156406826567,2.4548544670476176,4.082120630979784,2.306142668000712,3.6543226479161115
2020-10-07,-0.2753265059434251,2.349110148626199,3.791164401069403,2.392639573472877,3.7932333111108405,2.2362108252015966,3.820621977409781,2.311055211772898,3.6052878555017127
2020-10-08,0.6113991886915273,2.1511732760357822,3.5453151384540504,2.2270913067769063,3.575879975706951,2.02740199878763,3.5955681445748837,2.1236368131527525,3.3719320911356983
2020-10-09,0.7073972379646799,1.9901767231337975,3.306971131186594,2.0858256796552497,3.3541781134744975,1.8966949274202007,3.4164600595675902,1.9688098449206362,3.1413195323633314
2020-10-12,0.6544382198992097,1.8879188492277874,3.1304528279139796,2.025423841889212,3.245899579845473,1.735197009189344,3.206389798707929,1.890778619587944,3.0056872696711463
2020-10-13,-0.6382714370952207,1.853501137503121,3.020948671976807,2.0259199398015686,3.212056591803658,1.6222905502728686,3.026829336990827,1.879491719512715,2.946074253303583
2020-10-14,-0.12032653041842,1.7979135617786806,2.9068516868521006,1.9953365423807579,3.152397686483783,1.519488046230034,2.8516167145084204,1.8401439482976876,2.869084932341209
2020-10-15,-2.1319834159869435,1.8195964051785025,2.8810263015206474,2.0411883268418096,3.185654528428052,1.7274350005319896,2.890094827584471,1.881171630475309,2.8859020989127075
2020-10-16,2.014539085345565,1.67916475679129,2.688222731676959,1.8628761139757977,2.9326355413579956,1.60627778371985,2.7390136646887218,1.7194205657249537,2.6726623587114053
2020-10-19,0.136868323364421,2.7954168159018082,3.987194813446989,2.7127447390687394,4.011892336349548,3.4157518011912957,4.316558049244842,2.7162792342374282,3.8389384203369614
2020-10-20,-0.2702689509338985,3.242332846181076,4.580331349740852,3.189892231894602,4.675463030705695,3.1648999948773353,4.066816731266602,3.2104973257585314,4.474005532072821
2020-10-21,-1.5400042472733948,2.8776364026073655,4.203820355010147,2.7487477254380535,4.1448269301314555,2.8209602137355763,3.82420203251102,2.797104436152897,4.034765302743855
2020-10-22,-0.0529670302689681,2.597511341330993,3.908410553516934,2.5080991998212423,3.8489112471504727,2.570671323568119,3.633824709713291,2.514255586326977,3.7244142923821872
